path,conversions
(direct) / (none) > (direct) / (none) > October 2018 Sale > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > (direct) / (none) > October 2018 Sale > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > (direct) / (none) > Catalogue Sales - Bohemia 2018 > m.facebook.com / referral > (direct) / (none) > (direct) / (none),2
(direct) / (none) > (direct) / (none) > 0e7307fc4f-EMAIL_CAMPAIGN_2018_08_13_09_04 > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > google / organic > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
(direct) / (none) > Catalogue Sales - Winter 1,2
(direct) / (none) > Conversions - Winter 1 -Aura A,2
(direct) / (none) > free.facebook.com / referral,2
(direct) / (none) > da466836d0-EMAIL_CAMPAIGN_2018_11_01_07_05,2
google / organic > whatsonsale.com.pk / referral,2
google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,2
google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,2
google / organic > PK - Sapphire Brand Campaign > google / organic > (direct) / (none),2
google / organic > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign,2
google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,2
google / organic > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,2
google / organic > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
google / organic > (direct) / (none) > (direct) / (none) > Winter 1 2018 | Standard > (direct) / (none) > google / organic > (direct) / (none),2
google / organic > google / organic > Dynamic Remarketing > Dynamic Remarketing > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
Winter 1 2018 | Unstitched,2
Denim Launch - PK (CPC),2
October Flash Sale - PK > PK - Sapphire Brand Campaign > (direct) / (none),2
Winter 1 2018 | Standard > (direct) / (none),2
Winter 1 2018 | Standard > Winter 1 2018 | Standard > Winter 1 2018 | Standard,2
October 2018 Sale > google / organic,2
October In-store Sale 2018 > google / organic > (direct) / (none) > lm.facebook.com / referral,2
Black and White 2018 > google / organic > Dynamic Remarketing > Winter 1 2018 - PK,2
Catalogue Sales - Bohemia 2 > m.facebook.com / referral,2
Conversions - Pret - Domestic > m.facebook.com / referral,2
Catalogue Sales - Bohemia 2018 > m.facebook.com / referral,2
"Conversions - Pret - Domestic > Catalogue Sales - Jewelry, Shoes, Bags > m.facebook.com / referral",2
Conversions - Winter 1 -Aura A > Catalogue Sales - Winter 1 > (direct) / (none),2
instagram.com / referral > l.instagram.com / referral,2
instagram.com / referral > (direct) / (none),2
instagram.com / referral > (direct) / (none) > (direct) / (none) > Traffic - Winter 1 2018,2
free.facebook.com / referral > m.facebook.com / referral,2
7097e534d4-EMAIL_CAMPAIGN_2018_11_08_07_53,2
1a106d9a00-EMAIL_CAMPAIGN_2018_11_06_05_23,2
4f7bef2225-EMAIL_CAMPAIGN_2018_11_02_06_53 > (direct) / (none),2
7497baf281-EMAIL_CAMPAIGN_2018_08_03_07_24 > (direct) / (none) > (direct) / (none) > (direct) / (none) > 72c3fe2c33-EMAIL_CAMPAIGN_2018_08_07_07_27 > (direct) / (none) > 92913b02e0-EMAIL_CAMPAIGN_2018_08_16_06_27 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > eca1ad629f-EMAIL_CAMPAIGN_2018_08_30_07_27 > be2d1d29de-EMAIL_CAMPAIGN_2018_09_04_07_38 > (direct) / (none) > d44f5f14d9-EMAIL_CAMPAIGN_2018_09_06_06_55 > ac5e10e539-EMAIL_CAMPAIGN_2018_09_12_04_52 > (direct) / (none) > (direct) / (none) > 49a41f9f72-EMAIL_CAMPAIGN_2018_09_14_06_54 > Black and White Pret 2018 | Smart > 49a41f9f72-EMAIL_CAMPAIGN_2018_09_14_06_54 > bfc612f63d-EMAIL_CAMPAIGN_2018_09_15_07_14 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Black and White Pret 2018 | Smart > PK - Sapphire Brand Campaign > bfc612f63d-EMAIL_CAMPAIGN_2018_09_15_07_14 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > e3da3f69e4-EMAIL_CAMPAIGN_2018_09_24_08_29 > (direct) / (none) > bfc612f63d-EMAIL_CAMPAIGN_2018_09_15_07_14 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > d30d23e886-EMAIL_CAMPAIGN_2018_09_27_07_31 > (direct) / (none) > 496348d35d-EMAIL_CAMPAIGN_2018_09_29_07_46 > (direct) / (none) > (direct) / (none) > Dynamic Remarketing > 9e8e8e039b-EMAIL_CAMPAIGN_2018_10_02_10_05 > Dynamic Remarketing > Dynamic Remarketing > Dynamic Remarketing > Dynamic Remarketing > Dynamic Remarketing > Dynamic Remarketing > (direct) / (none) > e6a60d1d8f-EMAIL_CAMPAIGN_2018_10_04_07_07 > (direct) / (none) > a53412d58b-EMAIL_CAMPAIGN_2018_10_05_01_08 > (direct) / (none) > ae51da4fee-EMAIL_CAMPAIGN_2018_10_05_05_03 > e6a60d1d8f-EMAIL_CAMPAIGN_2018_10_04_07_07 > ae51da4fee-EMAIL_CAMPAIGN_2018_10_05_05_03 > 9e8e8e039b-EMAIL_CAMPAIGN_2018_10_02_10_05 > a53412d58b-EMAIL_CAMPAIGN_2018_10_05_01_08 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > 10e1861a3d-EMAIL_CAMPAIGN_2018_10_07_11_03 > (direct) / (none) > Dynamic Remarketing > 10e1861a3d-EMAIL_CAMPAIGN_2018_10_07_11_03 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > d58bbfbb88-EMAIL_CAMPAIGN_2018_10_11_06_55 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Dynamic Remarketing > (direct) / (none) > (direct) / (none) > October 2018 Sale > (direct) / (none) > October 2018 Sale > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > 4e1a75c7ff-EMAIL_CAMPAIGN_2018_10_16_05_14 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Dynamic Remarketing > (direct) / (none) > (direct) / (none) > (direct) / (none) > 65ca25afa9-EMAIL_CAMPAIGN_2018_10_18_07_55 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > b9f8e86c07-EMAIL_CAMPAIGN_2018_10_20_02_43 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > 10e1861a3d-EMAIL_CAMPAIGN_2018_10_07_11_03 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > b8fc7337ab-EMAIL_CAMPAIGN_2018_10_25_07_04 > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),2
